Energy Source,Unit,Quantity,CO2 Emission (tonnes),Carbon Footprint Value (kg CO2e)
Electricity,kWh,1826.98,0.425686,425.69
Electricity,kWh,3463.22,0.80693,806.93
Electricity,kWh,8968.92,2.089758,2089.76
Electricity,kWh,4744.88,1.105557,1105.56
Electricity,kWh,6678.9,1.556184,1556.18
Electricity,kWh,1731.48,0.403435,403.43
Electricity,kWh,1930.97,0.449916,449.92
Electricity,kWh,418.28,0.097459,97.46
Electricity,kWh,1697.66,0.395555,395.55
Electricity,kWh,2793.12,0.650797,650.8
Electricity,kWh,1778.33,0.414351,414.35
Electricity,kWh,896.14,0.208801,208.8
Electricity,kWh,1215.15,0.28313,283.13
Electricity,kWh,4613.18,1.074871,1074.87
Electricity,kWh,2071.27,0.482606,482.61
Electricity,kWh,3649.06,0.850231,850.23
Electricity,kWh,5039.14,1.17412,1174.12
Electricity,kWh,6907.04,1.60934,1609.34
Electricity,kWh,402.73,0.093836,93.84
Electricity,kWh,7996.11,1.863094,1863.09
Electricity,kWh,6282.72,1.463874,1463.87
Electricity,kWh,826.77,0.192637,192.64
Electricity,kWh,8737.05,2.035733,2035.73
Electricity,kWh,9209.52,2.145818,2145.82
Electricity,kWh,620.17,0.1445,144.5
Electricity,kWh,2776.01,0.64681,646.81
Electricity,kWh,8063.95,1.8789,1878.9
Electricity,kWh,7485.11,1.744031,1744.03
Electricity,kWh,1853.36,0.431833,431.83
Electricity,kWh,2101.4,0.489626,489.63
Electricity,kWh,3711.02,0.864668,864.67
Electricity,kWh,4850.38,1.130139,1130.14
Electricity,kWh,6186.37,1.441424,1441.42
Electricity,kWh,3695.45,0.86104,861.04
Electricity,kWh,4630.72,1.078958,1078.96
Electricity,kWh,7477.23,1.742195,1742.19
Electricity,kWh,376.47,0.087718,87.72
Electricity,kWh,2531.85,0.589921,589.92
Electricity,kWh,7136.36,1.662772,1662.77
Electricity,kWh,8953.12,2.086077,2086.08
Electricity,kWh,5121.66,1.193347,1193.35
Electricity,kWh,5325.81,1.240914,1240.91
Electricity,kWh,1080.65,0.251791,251.79
Electricity,kWh,4479.65,1.043758,1043.76
Electricity,kWh,5330.85,1.242088,1242.09
Electricity,kWh,2432.28,0.566721,566.72
Electricity,kWh,2699.74,0.629039,629.04
Electricity,kWh,3779.07,0.880523,880.52
Electricity,kWh,210.51,0.049049,49.05
Electricity,kWh,3227.57,0.752024,752.02
Electricity,kWh,2122.37,0.494512,494.51
Electricity,kWh,3281.7,0.764636,764.64
Electricity,kWh,1206.42,0.281096,281.1
Electricity,kWh,8906.37,2.075184,2075.18
Electricity,kWh,5939.99,1.384018,1384.02
Electricity,kWh,6794.23,1.583056,1583.06
Electricity,kWh,7893.82,1.83926,1839.26
Electricity,kWh,4989.44,1.16254,1162.54
Electricity,kWh,878.33,0.204651,204.65
Electricity,kWh,5375.69,1.252536,1252.54
Electricity,kWh,5872.54,1.368302,1368.3
Electricity,kWh,7456.94,1.737467,1737.47
Electricity,kWh,4322.28,1.007091,1007.09
Electricity,kWh,1284.53,0.299295,299.3
Electricity,kWh,2844.92,0.662866,662.87
Electricity,kWh,3637.19,0.847465,847.47
Electricity,kWh,6462.71,1.505811,1505.81
Electricity,kWh,5712.08,1.330915,1330.91
Electricity,kWh,3567.41,0.831207,831.21
Electricity,kWh,9865.29,2.298613,2298.61
Electricity,kWh,6061.69,1.412374,1412.37
Electricity,kWh,2379.9,0.554517,554.52
Electricity,kWh,1026.81,0.239247,239.25
Electricity,kWh,1537.06,0.358135,358.13
Electricity,kWh,2467.12,0.574839,574.84
Electricity,kWh,1615.21,0.376344,376.34
Electricity,kWh,1873.8,0.436595,436.6
Electricity,kWh,2858.1,0.665937,665.94
Electricity,kWh,1742.0,0.405886,405.89
Electricity,kWh,8968.69,2.089705,2089.7
Electricity,kWh,811.54,0.189089,189.09
Electricity,kWh,5249.87,1.22322,1223.22
Electricity,kWh,4109.86,0.957597,957.6
Electricity,kWh,9823.96,2.288983,2288.98
Electricity,kWh,1129.27,0.26312,263.12
Electricity,kWh,3984.58,0.928407,928.41
Electricity,kWh,9695.01,2.258937,2258.94
Electricity,kWh,8656.42,2.016946,2016.95
Electricity,kWh,8172.55,1.904204,1904.2
Electricity,kWh,2586.45,0.602643,602.64
Electricity,kWh,1717.17,0.400101,400.1
Electricity,kWh,6689.75,1.558712,1558.71
Electricity,kWh,9294.47,2.165612,2165.61
Electricity,kWh,5572.06,1.29829,1298.29
Electricity,kWh,5720.41,1.332856,1332.86
Electricity,kWh,2806.99,0.654029,654.03
Electricity,kWh,7697.23,1.793455,1793.45
Electricity,kWh,1878.57,0.437707,437.71
Electricity,kWh,3243.56,0.755749,755.75
Electricity,kWh,4260.11,0.992606,992.61
Electricity,kWh,5081.03,1.18388,1183.88
Electricity,kWh,2431.67,0.566579,566.58
Electricity,kWh,1157.22,0.269632,269.63
Electricity,kWh,6110.09,1.423651,1423.65
Electricity,kWh,2893.42,0.674167,674.17
Electricity,kWh,5816.57,1.355261,1355.26
Electricity,kWh,1552.08,0.361635,361.63
Electricity,kWh,4816.59,1.122265,1122.27
Electricity,kWh,5330.57,1.242023,1242.02
Electricity,kWh,527.72,0.122959,122.96
Electricity,kWh,3372.68,0.785834,785.83
Electricity,kWh,1352.8,0.315202,315.2
Electricity,kWh,643.12,0.149847,149.85
Electricity,kWh,9899.7,2.30663,2306.63
Electricity,kWh,3230.31,0.752662,752.66
Electricity,kWh,8100.65,1.887451,1887.45
Electricity,kWh,2553.86,0.595049,595.05
Electricity,kWh,6818.21,1.588643,1588.64
Electricity,kWh,7604.68,1.77189,1771.89
Electricity,kWh,5960.43,1.38878,1388.78
Electricity,kWh,4721.05,1.100005,1100.0
Electricity,kWh,4124.29,0.96096,960.96
Electricity,kWh,3495.19,0.814379,814.38
Electricity,kWh,9296.0,2.165968,2165.97
Electricity,kWh,8307.89,1.935738,1935.74
Electricity,kWh,9650.62,2.248594,2248.59
Electricity,kWh,1251.73,0.291653,291.65
Electricity,kWh,7311.37,1.703549,1703.55
Electricity,kWh,9384.02,2.186477,2186.48
Electricity,kWh,1820.52,0.424181,424.18
Electricity,kWh,674.3,0.157112,157.11
Electricity,kWh,7413.8,1.727415,1727.42
Electricity,kWh,5748.99,1.339515,1339.51
Electricity,kWh,8419.87,1.96183,1961.83
Electricity,kWh,1406.33,0.327675,327.67
Electricity,kWh,7954.72,1.85345,1853.45
Electricity,kWh,2024.26,0.471653,471.65
Electricity,kWh,1644.92,0.383266,383.27
Electricity,kWh,1651.02,0.384688,384.69
Electricity,kWh,8147.6,1.898391,1898.39
Electricity,kWh,6655.32,1.55069,1550.69
Electricity,kWh,5235.42,1.219853,1219.85
Electricity,kWh,3594.72,0.83757,837.57
Electricity,kWh,8773.23,2.044163,2044.16
Electricity,kWh,3930.53,0.915813,915.81
Electricity,kWh,8167.83,1.903104,1903.1
Electricity,kWh,4396.96,1.024492,1024.49
Electricity,kWh,3775.67,0.879731,879.73
Electricity,kWh,4632.17,1.079296,1079.3
Electricity,kWh,3020.76,0.703837,703.84
Electricity,kWh,7478.62,1.742518,1742.52
Electricity,kWh,5032.18,1.172498,1172.5
Electricity,kWh,2329.8,0.542843,542.84
Electricity,kWh,8996.75,2.096243,2096.24
Electricity,kWh,3845.07,0.895901,895.9
Electricity,kWh,5440.09,1.267541,1267.54
Electricity,kWh,9065.66,2.112299,2112.3
Electricity,kWh,6246.14,1.455351,1455.35
Electricity,kWh,1177.81,0.27443,274.43
Electricity,kWh,9398.92,2.189948,2189.95
Electricity,kWh,6280.8,1.463426,1463.43
Electricity,kWh,3355.71,0.78188,781.88
Electricity,kWh,1401.33,0.32651,326.51
Electricity,kWh,7942.31,1.850558,1850.56
Electricity,kWh,6204.53,1.445655,1445.66
Electricity,kWh,5339.28,1.244052,1244.05
Electricity,kWh,8939.99,2.083018,2083.02
Electricity,kWh,7888.09,1.837925,1837.92
Electricity,kWh,1525.23,0.355379,355.38
Electricity,kWh,3124.1,0.727915,727.92
Electricity,kWh,2492.41,0.580732,580.73
Electricity,kWh,7442.02,1.733991,1733.99
Electricity,kWh,344.99,0.080383,80.38
Electricity,kWh,5703.2,1.328846,1328.85
Electricity,kWh,7626.96,1.777082,1777.08
Electricity,kWh,8768.89,2.043151,2043.15
Electricity,kWh,3427.4,0.798584,798.58
Electricity,kWh,8214.36,1.913946,1913.95
Electricity,kWh,1115.21,0.259844,259.84
Electricity,kWh,8466.06,1.972592,1972.59
Electricity,kWh,1283.61,0.299081,299.08
Electricity,kWh,3978.9,0.927084,927.08
Electricity,kWh,7974.98,1.85817,1858.17
Electricity,kWh,1507.68,0.351289,351.29
Electricity,kWh,2300.22,0.535951,535.95
Electricity,kWh,7225.3,1.683495,1683.49
Electricity,kWh,7203.17,1.678339,1678.34
Electricity,kWh,6415.06,1.494709,1494.71
Electricity,kWh,6942.54,1.617612,1617.61
Electricity,kWh,5431.82,1.265614,1265.61
Electricity,kWh,2525.47,0.588435,588.43
Electricity,kWh,3463.5,0.806995,807.0
Electricity,kWh,1824.16,0.425029,425.03
Electricity,kWh,9085.42,2.116903,2116.9
Electricity,kWh,5838.08,1.360273,1360.27
Electricity,kWh,4014.51,0.935381,935.38
Electricity,kWh,4625.44,1.077728,1077.73
Electricity,kWh,9473.36,2.207293,2207.29
Electricity,kWh,1541.98,0.359281,359.28
Electricity,kWh,5866.44,1.366881,1366.88
Electricity,kWh,5063.83,1.179872,1179.87
Electricity,kWh,6118.43,1.425594,1425.59
Electricity,kWh,190.92,0.044484,44.48
Electricity,kWh,8722.52,2.032347,2032.35
Electricity,kWh,9321.86,2.171993,2171.99
Electricity,kWh,5655.68,1.317773,1317.77
Electricity,kWh,6969.54,1.623903,1623.9
Electricity,kWh,9225.77,2.149604,2149.6
Electricity,kWh,7075.31,1.648547,1648.55
Electricity,kWh,1533.87,0.357392,357.39
Electricity,kWh,5767.12,1.343739,1343.74
Electricity,kWh,6071.08,1.414562,1414.56
Electricity,kWh,4247.07,0.989567,989.57
Electricity,kWh,7367.08,1.71653,1716.53
Electricity,kWh,9344.33,2.177229,2177.23
Electricity,kWh,9256.43,2.156748,2156.75
Electricity,kWh,4513.89,1.051736,1051.74
Electricity,kWh,1141.25,0.265911,265.91
Electricity,kWh,9848.56,2.294714,2294.71
Electricity,kWh,8390.59,1.955007,1955.01
Electricity,kWh,1255.38,0.292504,292.5
Electricity,kWh,9209.21,2.145746,2145.75
Electricity,kWh,8700.26,2.027161,2027.16
Electricity,kWh,5193.19,1.210013,1210.01
Electricity,kWh,5916.84,1.378624,1378.62
Electricity,kWh,3996.04,0.931077,931.08
Electricity,kWh,557.07,0.129797,129.8
Electricity,kWh,3358.62,0.782558,782.56
Electricity,kWh,8030.51,1.871109,1871.11
Electricity,kWh,56.27,0.013111,13.11
Electricity,kWh,3341.66,0.778607,778.61
Electricity,kWh,3987.71,0.929136,929.14
Electricity,kWh,5378.58,1.253209,1253.21
Electricity,kWh,9199.36,2.143451,2143.45
Electricity,kWh,3470.0,0.80851,808.51
Electricity,kWh,3476.06,0.809922,809.92
Electricity,kWh,7377.64,1.71899,1718.99
Electricity,kWh,4527.66,1.054945,1054.94
Electricity,kWh,2253.8,0.525135,525.14
Electricity,kWh,4529.87,1.05546,1055.46
Electricity,kWh,1417.16,0.330198,330.2
Electricity,kWh,1772.11,0.412902,412.9
Electricity,kWh,4988.69,1.162365,1162.36
Electricity,kWh,4195.07,0.977451,977.45
Electricity,kWh,9149.31,2.131789,2131.79
Electricity,kWh,3630.32,0.845865,845.86
Electricity,kWh,5810.08,1.353749,1353.75
Electricity,kWh,6326.32,1.474033,1474.03
Electricity,kWh,140.81,0.032809,32.81
Electricity,kWh,6638.74,1.546826,1546.83
Electricity,kWh,1788.58,0.416739,416.74
Electricity,kWh,9611.09,2.239384,2239.38
Electricity,kWh,1495.14,0.348368,348.37
Electricity,kWh,4152.09,0.967437,967.44
Electricity,kWh,862.64,0.200995,201.0
Electricity,kWh,9968.77,2.322723,2322.72
Electricity,kWh,5026.93,1.171275,1171.27
Electricity,kWh,5957.9,1.388191,1388.19
Electricity,kWh,680.09,0.158461,158.46
Electricity,kWh,7502.11,1.747992,1747.99
Electricity,kWh,2106.96,0.490922,490.92
Electricity,kWh,8981.56,2.092703,2092.7
Electricity,kWh,2059.35,0.479829,479.83
Electricity,kWh,1914.97,0.446188,446.19
Electricity,kWh,375.13,0.087405,87.41
Electricity,kWh,4725.95,1.101146,1101.15
Electricity,kWh,5652.76,1.317093,1317.09
Electricity,kWh,666.43,0.155278,155.28
Electricity,kWh,7757.52,1.807502,1807.5
Electricity,kWh,4538.36,1.057438,1057.44
Electricity,kWh,5248.66,1.222938,1222.94
Electricity,kWh,4413.22,1.02828,1028.28
Electricity,kWh,4013.62,0.935173,935.17
Electricity,kWh,5600.81,1.304989,1304.99
Electricity,kWh,1560.85,0.363678,363.68
Electricity,kWh,1827.46,0.425798,425.8
Electricity,kWh,8619.24,2.008283,2008.28
Electricity,kWh,9461.69,2.204574,2204.57
Electricity,kWh,3739.36,0.871271,871.27
Electricity,kWh,2714.74,0.632534,632.53
Electricity,kWh,6443.56,1.501349,1501.35
Electricity,kWh,4093.25,0.953727,953.73
Electricity,kWh,263.61,0.061421,61.42
Electricity,kWh,1569.96,0.365801,365.8
Electricity,kWh,7162.56,1.668876,1668.88
Electricity,kWh,6592.65,1.536087,1536.09
Electricity,kWh,280.69,0.065401,65.4
Electricity,kWh,2227.5,0.519007,519.01
Electricity,kWh,2318.44,0.540197,540.2
Electricity,kWh,6722.21,1.566275,1566.27
Electricity,kWh,206.91,0.04821,48.21
Electricity,kWh,1050.04,0.244659,244.66
Electricity,kWh,8001.16,1.86427,1864.27
Electricity,kWh,1793.66,0.417923,417.92
Electricity,kWh,6530.93,1.521707,1521.71
Electricity,kWh,2389.45,0.556742,556.74
Electricity,kWh,1003.42,0.233797,233.8
Electricity,kWh,2439.29,0.568355,568.35
Electricity,kWh,7225.45,1.68353,1683.53
Electricity,kWh,8558.41,1.99411,1994.11
Electricity,kWh,8303.9,1.934809,1934.81
Electricity,kWh,3977.86,0.926841,926.84
Electricity,kWh,6684.17,1.557412,1557.41
Electricity,kWh,2057.79,0.479465,479.47
Electricity,kWh,2938.55,0.684682,684.68
Electricity,kWh,8964.39,2.088703,2088.7
Electricity,kWh,139.89,0.032594,32.59
Electricity,kWh,864.23,0.201366,201.37
Electricity,kWh,2086.78,0.48622,486.22
Electricity,kWh,275.06,0.064089,64.09
Electricity,kWh,1822.54,0.424652,424.65
Electricity,kWh,5834.59,1.359459,1359.46
Electricity,kWh,4220.03,0.983267,983.27
Electricity,kWh,8927.79,2.080175,2080.18
Electricity,kWh,8176.26,1.905069,1905.07
Electricity,kWh,3424.76,0.797969,797.97
Electricity,kWh,2601.64,0.606182,606.18
Electricity,kWh,3803.13,0.886129,886.13
Electricity,kWh,5907.05,1.376343,1376.34
Electricity,kWh,2687.96,0.626295,626.29
Electricity,kWh,6245.25,1.455143,1455.14
Electricity,kWh,4100.02,0.955305,955.3
Electricity,kWh,5524.95,1.287313,1287.31
Electricity,kWh,4366.9,1.017488,1017.49
Electricity,kWh,2951.71,0.687748,687.75
Electricity,kWh,9485.05,2.210017,2210.02
Electricity,kWh,7638.42,1.779752,1779.75
Electricity,kWh,1409.73,0.328467,328.47
Electricity,kWh,8686.0,2.023838,2023.84
Electricity,kWh,4879.44,1.13691,1136.91
Electricity,kWh,8946.58,2.084553,2084.55
Electricity,kWh,8000.55,1.864128,1864.13
Electricity,kWh,4257.88,0.992086,992.09
Electricity,kWh,234.47,0.054632,54.63
Electricity,kWh,2694.09,0.627723,627.72
Electricity,kWh,5420.93,1.263077,1263.08
Electricity,kWh,6338.45,1.476859,1476.86
Electricity,kWh,2586.3,0.602608,602.61
Electricity,kWh,1402.17,0.326706,326.71
Electricity,kWh,8350.95,1.945771,1945.77
Electricity,kWh,9844.18,2.293694,2293.69
Electricity,kWh,5261.64,1.225962,1225.96
Electricity,kWh,1725.08,0.401944,401.94
Electricity,kWh,2730.35,0.636172,636.17
Electricity,kWh,193.72,0.045137,45.14
Electricity,kWh,9143.85,2.130517,2130.52
Electricity,kWh,1186.33,0.276415,276.41
Electricity,kWh,5769.4,1.34427,1344.27
Electricity,kWh,2747.81,0.64024,640.24
Electricity,kWh,5546.24,1.292274,1292.27
Electricity,kWh,6517.69,1.518622,1518.62
Electricity,kWh,8299.12,1.933695,1933.69
Electricity,kWh,2072.15,0.482811,482.81
Electricity,kWh,119.85,0.027925,27.93
Electricity,kWh,1377.49,0.320955,320.96
Electricity,kWh,9001.19,2.097277,2097.28
Electricity,kWh,8740.16,2.036457,2036.46
Electricity,kWh,5978.16,1.392911,1392.91
Electricity,kWh,6009.16,1.400134,1400.13
Electricity,kWh,6653.72,1.550317,1550.32
Electricity,kWh,1761.96,0.410537,410.54
Electricity,kWh,9144.98,2.13078,2130.78
Electricity,kWh,4193.52,0.97709,977.09
Electricity,kWh,3837.55,0.894149,894.15
Electricity,kWh,5193.99,1.2102,1210.2
Electricity,kWh,479.19,0.111651,111.65
Electricity,kWh,1671.17,0.389383,389.38
Electricity,kWh,7382.96,1.72023,1720.23
Electricity,kWh,837.16,0.195058,195.06
Electricity,kWh,6035.49,1.406269,1406.27
Electricity,kWh,2461.04,0.573422,573.42
Electricity,kWh,3899.06,0.908481,908.48
Electricity,kWh,2894.05,0.674314,674.31
Electricity,kWh,3563.17,0.830219,830.22
Electricity,kWh,7193.27,1.676032,1676.03
Electricity,kWh,2978.25,0.693932,693.93
Electricity,kWh,5668.38,1.320733,1320.73
Electricity,kWh,4765.74,1.110417,1110.42
Electricity,kWh,6640.07,1.547136,1547.14
Electricity,kWh,9368.93,2.182961,2182.96
Electricity,kWh,7328.4,1.707517,1707.52
Electricity,kWh,2157.25,0.502639,502.64
Electricity,kWh,321.52,0.074914,74.91
Electricity,kWh,2630.02,0.612795,612.79
Electricity,kWh,5954.83,1.387475,1387.48
Electricity,kWh,523.74,0.122031,122.03
Electricity,kWh,4968.7,1.157707,1157.71
Electricity,kWh,5972.46,1.391583,1391.58
Electricity,kWh,3349.1,0.78034,780.34
Electricity,kWh,7711.41,1.796759,1796.76
Electricity,kWh,1074.92,0.250456,250.46
Electricity,kWh,760.63,0.177227,177.23
Electricity,kWh,7284.61,1.697314,1697.31
Electricity,kWh,4959.96,1.155671,1155.67
Electricity,kWh,6887.14,1.604704,1604.7
Electricity,kWh,4353.93,1.014466,1014.47
Electricity,kWh,2471.56,0.575873,575.87
Electricity,kWh,8192.83,1.908929,1908.93
Electricity,kWh,7996.16,1.863105,1863.11
Electricity,kWh,6950.02,1.619355,1619.35
Electricity,kWh,2728.73,0.635794,635.79
Electricity,kWh,5906.4,1.376191,1376.19
Electricity,kWh,3616.13,0.842558,842.56
Electricity,kWh,924.9,0.215502,215.5
Electricity,kWh,9173.96,2.137533,2137.53
Electricity,kWh,1376.82,0.320799,320.8
Electricity,kWh,9502.87,2.214169,2214.17
Electricity,kWh,4465.6,1.040485,1040.48
Water,liters,1859.48,0.000554,0.55
Water,liters,5423.59,0.001616,1.62
Water,liters,8730.73,0.002602,2.6
Water,liters,7324.93,0.002183,2.18
Water,liters,8067.55,0.002404,2.4
Water,liters,6591.25,0.001964,1.96
Water,liters,6925.84,0.002064,2.06
Water,liters,8493.46,0.002531,2.53
Water,liters,2504.18,0.000746,0.75
Water,liters,4899.36,0.00146,1.46
Water,liters,2219.88,0.000662,0.66
Water,liters,9876.8,0.002943,2.94
Water,liters,9441.15,0.002813,2.81
Water,liters,403.87,0.00012,0.12
Water,liters,7058.7,0.002103,2.1
Water,liters,9253.23,0.002757,2.76
Water,liters,1813.95,0.000541,0.54
Water,liters,5683.77,0.001694,1.69
Water,liters,9155.73,0.002728,2.73
Water,liters,349.12,0.000104,0.1
Water,liters,6977.23,0.002079,2.08
Water,liters,2980.52,0.000888,0.89
Water,liters,9244.72,0.002755,2.75
Water,liters,9710.87,0.002894,2.89
Water,liters,9443.22,0.002814,2.81
Water,liters,4747.4,0.001415,1.41
Water,liters,8621.81,0.002569,2.57
Water,liters,8447.05,0.002517,2.52
Water,liters,3197.81,0.000953,0.95
Water,liters,8290.87,0.002471,2.47
Water,liters,379.71,0.000113,0.11
Water,liters,5966.74,0.001778,1.78
Water,liters,2307.79,0.000688,0.69
Water,liters,1214.46,0.000362,0.36
Water,liters,778.76,0.000232,0.23
Water,liters,6965.92,0.002076,2.08
Water,liters,3405.35,0.001015,1.01
Water,liters,7250.42,0.002161,2.16
Water,liters,662.91,0.000198,0.2
Water,liters,3159.75,0.000942,0.94
Water,liters,5399.52,0.001609,1.61
Water,liters,7909.32,0.002357,2.36
Water,liters,3194.34,0.000952,0.95
Water,liters,6262.65,0.001866,1.87
Water,liters,8860.92,0.002641,2.64
Water,liters,6162.47,0.001836,1.84
Water,liters,2337.27,0.000697,0.7
Water,liters,253.76,7.6e-05,0.08
Water,liters,8702.29,0.002593,2.59
Water,liters,222.48,6.6e-05,0.07
Water,liters,8748.27,0.002607,2.61
Water,liters,5294.08,0.001578,1.58
Water,liters,9391.29,0.002799,2.8
Water,liters,7989.84,0.002381,2.38
Water,liters,9979.36,0.002974,2.97
Water,liters,3513.61,0.001047,1.05
Water,liters,7674.21,0.002287,2.29
Water,liters,4025.29,0.0012,1.2
Water,liters,4803.96,0.001432,1.43
Water,liters,6278.78,0.001871,1.87
Water,liters,8738.03,0.002604,2.6
Water,liters,9840.99,0.002933,2.93
Water,liters,7685.05,0.00229,2.29
Water,liters,4183.49,0.001247,1.25
Water,liters,4219.36,0.001257,1.26
Water,liters,7378.45,0.002199,2.2
Water,liters,2395.38,0.000714,0.71
Water,liters,1113.64,0.000332,0.33
Water,liters,3552.68,0.001059,1.06
Water,liters,2879.52,0.000858,0.86
Water,liters,2970.12,0.000885,0.89
Water,liters,2343.74,0.000698,0.7
Water,liters,430.51,0.000128,0.13
Water,liters,188.56,5.6e-05,0.06
Water,liters,9877.35,0.002943,2.94
Water,liters,4283.45,0.001276,1.28
Water,liters,3849.42,0.001147,1.15
Water,liters,6799.68,0.002026,2.03
Water,liters,2190.36,0.000653,0.65
Water,liters,9500.11,0.002831,2.83
Water,liters,7865.59,0.002344,2.34
Water,liters,903.22,0.000269,0.27
Water,liters,4181.63,0.001246,1.25
Water,liters,8792.39,0.00262,2.62
Water,liters,9447.87,0.002815,2.82
Water,liters,4679.34,0.001394,1.39
Water,liters,6137.98,0.001829,1.83
Water,liters,1678.67,0.0005,0.5
Water,liters,9911.77,0.002954,2.95
Water,liters,2324.4,0.000693,0.69
Water,liters,9427.89,0.00281,2.81
Water,liters,6499.97,0.001937,1.94
Water,liters,6081.29,0.001812,1.81
Water,liters,5131.76,0.001529,1.53
Water,liters,2314.39,0.00069,0.69
Water,liters,1773.52,0.000529,0.53
Water,liters,2212.66,0.000659,0.66
Water,liters,1872.52,0.000558,0.56
Water,liters,7798.05,0.002324,2.32
Water,liters,3507.75,0.001045,1.05
Water,liters,587.85,0.000175,0.18
Water,liters,9691.34,0.002888,2.89
Water,liters,8839.02,0.002634,2.63
Water,liters,9278.25,0.002765,2.76
Water,liters,9949.13,0.002965,2.96
Water,liters,1747.21,0.000521,0.52
Water,liters,3968.46,0.001183,1.18
Water,liters,7584.8,0.00226,2.26
Water,liters,6963.25,0.002075,2.08
Water,liters,1547.42,0.000461,0.46
Water,liters,8160.17,0.002432,2.43
Water,liters,2252.16,0.000671,0.67
Water,liters,2245.94,0.000669,0.67
Water,liters,5374.37,0.001602,1.6
Water,liters,5933.47,0.001768,1.77
Water,liters,5805.06,0.00173,1.73
Water,liters,923.95,0.000275,0.28
Water,liters,8775.83,0.002615,2.62
Water,liters,2663.34,0.000794,0.79
Water,liters,1303.85,0.000389,0.39
Water,liters,8888.59,0.002649,2.65
Water,liters,9556.96,0.002848,2.85
Water,liters,8622.65,0.00257,2.57
Water,liters,8097.07,0.002413,2.41
Water,liters,6555.87,0.001954,1.95
Water,liters,5513.07,0.001643,1.64
Water,liters,879.0,0.000262,0.26
Water,liters,4090.45,0.001219,1.22
Water,liters,3733.16,0.001112,1.11
Water,liters,2604.94,0.000776,0.78
Water,liters,7236.97,0.002157,2.16
Water,liters,4963.8,0.001479,1.48
Water,liters,819.65,0.000244,0.24
Water,liters,2209.63,0.000658,0.66
Water,liters,6835.76,0.002037,2.04
Water,liters,770.55,0.00023,0.23
Water,liters,8513.56,0.002537,2.54
Water,liters,4956.51,0.001477,1.48
Water,liters,4811.06,0.001434,1.43
Water,liters,5928.15,0.001767,1.77
